Date,SKU,Product,Sales,Price
2024-03-17,SKU0003,Book,51,893.68
2024-03-18,SKU0003,Book,42,768.38
2024-03-19,SKU0003,Book,43,369.57
2024-03-20,SKU0003,Book,52,101.07
2024-03-21,SKU0003,Book,83,557.11
2024-03-22,SKU0003,Book,98,822.88
2024-03-23,SKU0003,Book,75,496.01
2024-03-24,SKU0003,Book,25,919.64
2024-03-25,SKU0003,Book,43,941.44
2024-03-26,SKU0003,Book,26,140.19
2024-03-27,SKU0003,Book,94,563.06
2024-03-28,SKU0003,Book,93,527.98
2024-03-29,SKU0003,Book,17,944.04
2024-03-30,SKU0003,Book,72,618.44
2024-03-31,SKU0003,Book,40,990.83
2024-04-01,SKU0003,Book,34,656.37
2024-04-02,SKU0003,Book,17,601.58
2024-04-03,SKU0003,Book,80,632.04
2024-04-04,SKU0003,Book,80,934.95
2024-04-05,SKU0003,Book,12,631.64
2024-04-06,SKU0003,Book,57,574.53
2024-04-07,SKU0003,Book,66,696.17
2024-04-08,SKU0003,Book,41,526.15
2024-04-09,SKU0003,Book,71,622.97
2024-04-10,SKU0003,Book,87,58.18
2024-04-11,SKU0003,Book,69,102.64
2024-04-12,SKU0003,Book,48,899.87
2024-04-13,SKU0003,Book,84,940.83
2024-04-14,SKU0003,Book,59,453.3
2024-04-15,SKU0003,Book,86,413.8
2024-04-16,SKU0003,Book,47,319.63
2024-04-17,SKU0003,Book,11,857.86
2024-04-18,SKU0003,Book,75,906.28
2024-04-19,SKU0003,Book,17,803.2
2024-04-20,SKU0003,Book,27,593.79
2024-04-21,SKU0003,Book,97,501.51
2024-04-22,SKU0003,Book,21,908.15
2024-04-23,SKU0003,Book,29,767.17
2024-04-24,SKU0003,Book,94,260.18
2024-04-25,SKU0003,Book,49,51.97
2024-04-26,SKU0003,Book,40,542.17
2024-04-27,SKU0003,Book,17,876.33
2024-04-28,SKU0003,Book,10,371.0
2024-04-29,SKU0003,Book,11,954.54
2024-04-30,SKU0003,Book,83,442.45
2024-05-01,SKU0003,Book,17,102.91
2024-05-02,SKU0003,Book,59,978.89
2024-05-03,SKU0003,Book,14,402.67
2024-05-04,SKU0003,Book,34,662.83
2024-05-05,SKU0003,Book,16,148.04
2024-05-06,SKU0003,Book,65,99.59
2024-05-07,SKU0003,Book,89,128.02
2024-05-08,SKU0003,Book,24,927.22
2024-05-09,SKU0003,Book,26,141.25
2024-05-10,SKU0003,Book,83,734.51
2024-05-11,SKU0003,Book,49,87.25
2024-05-12,SKU0003,Book,48,891.57
2024-05-13,SKU0003,Book,29,415.04
2024-05-14,SKU0003,Book,58,947.32
2024-05-15,SKU0003,Book,33,840.57
2024-05-16,SKU0003,Book,91,116.74
2024-05-17,SKU0003,Book,95,233.09
2024-05-18,SKU0003,Book,68,239.31
2024-05-19,SKU0003,Book,39,859.97
2024-05-20,SKU0003,Book,38,348.69
2024-05-21,SKU0003,Book,85,250.12
2024-05-22,SKU0003,Book,37,973.83
2024-05-23,SKU0003,Book,50,191.06
2024-05-24,SKU0003,Book,87,110.64
2024-05-25,SKU0003,Book,80,200.02
2024-05-26,SKU0003,Book,30,583.43
2024-05-27,SKU0003,Book,79,539.48
2024-05-28,SKU0003,Book,55,382.57
2024-05-29,SKU0003,Book,22,788.27
2024-05-30,SKU0003,Book,49,596.24
2024-05-31,SKU0003,Book,32,546.18
2024-06-01,SKU0003,Book,50,136.35
2024-06-02,SKU0003,Book,24,900.68
2024-06-03,SKU0003,Book,16,606.38
2024-06-04,SKU0003,Book,99,841.82
2024-06-05,SKU0003,Book,24,724.32
2024-06-06,SKU0003,Book,55,462.05
2024-06-07,SKU0003,Book,56,201.0
2024-06-08,SKU0003,Book,10,383.29
2024-06-09,SKU0003,Book,73,202.38
2024-06-10,SKU0003,Book,44,939.23
2024-06-11,SKU0003,Book,30,184.08
2024-06-12,SKU0003,Book,57,514.07
2024-06-13,SKU0003,Book,65,409.33
2024-06-14,SKU0003,Book,65,538.01
2024-06-15,SKU0003,Book,46,624.39
2024-06-16,SKU0003,Book,89,662.34
2024-06-17,SKU0003,Book,98,494.27
2024-06-18,SKU0003,Book,77,602.17
2024-06-19,SKU0003,Book,44,820.15
2024-06-20,SKU0003,Book,24,827.71
2024-06-21,SKU0003,Book,45,268.36
2024-06-22,SKU0003,Book,45,379.41
2024-06-23,SKU0003,Book,26,856.06
2024-06-24,SKU0003,Book,39,582.15
2024-06-25,SKU0003,Book,35,381.04
2024-06-26,SKU0003,Book,87,659.77
2024-06-27,SKU0003,Book,49,764.62
2024-06-28,SKU0003,Book,73,759.66
2024-06-29,SKU0003,Book,81,228.74
2024-06-30,SKU0003,Book,63,873.12
2024-07-01,SKU0003,Book,52,403.39
2024-07-02,SKU0003,Book,99,473.92
2024-07-03,SKU0003,Book,42,808.96
2024-07-04,SKU0003,Book,83,533.33
2024-07-05,SKU0003,Book,42,780.26
2024-07-06,SKU0003,Book,91,96.51
2024-07-07,SKU0003,Book,58,190.92
2024-07-08,SKU0003,Book,27,833.0
2024-07-09,SKU0003,Book,78,146.03
2024-07-10,SKU0003,Book,62,911.3
2024-07-11,SKU0003,Book,11,243.71
2024-07-12,SKU0003,Book,13,112.76
2024-07-13,SKU0003,Book,95,591.41
2024-07-14,SKU0003,Book,84,689.58
2024-07-15,SKU0003,Book,41,569.94
2024-07-16,SKU0003,Book,71,800.59
2024-07-17,SKU0003,Book,94,846.62
2024-07-18,SKU0003,Book,39,810.15
2024-07-19,SKU0003,Book,45,357.46
2024-07-20,SKU0003,Book,33,482.87
2024-07-21,SKU0003,Book,16,464.03
2024-07-22,SKU0003,Book,98,329.62
2024-07-23,SKU0003,Book,56,821.07
2024-07-24,SKU0003,Book,97,89.67
2024-07-25,SKU0003,Book,12,118.38
2024-07-26,SKU0003,Book,99,895.94
2024-07-27,SKU0003,Book,73,113.87
2024-07-28,SKU0003,Book,64,166.39
2024-07-29,SKU0003,Book,94,272.3
2024-07-30,SKU0003,Book,24,966.9
2024-07-31,SKU0003,Book,87,887.69
2024-08-01,SKU0003,Book,55,296.66
2024-08-02,SKU0003,Book,59,397.8
2024-08-03,SKU0003,Book,63,711.12
2024-08-04,SKU0003,Book,27,300.99
2024-08-05,SKU0003,Book,23,789.21
2024-08-06,SKU0003,Book,29,176.4
2024-08-07,SKU0003,Book,39,612.81
2024-08-08,SKU0003,Book,16,464.65
2024-08-09,SKU0003,Book,51,772.16
2024-08-10,SKU0003,Book,54,563.99
2024-08-11,SKU0003,Book,27,460.11
2024-08-12,SKU0003,Book,94,792.42
2024-08-13,SKU0003,Book,89,774.38
2024-08-14,SKU0003,Book,45,928.49
2024-08-15,SKU0003,Book,57,483.97
2024-08-16,SKU0003,Book,74,882.17
2024-08-17,SKU0003,Book,21,853.32
2024-08-18,SKU0003,Book,30,778.11
2024-08-19,SKU0003,Book,18,260.9
2024-08-20,SKU0003,Book,83,568.8
2024-08-21,SKU0003,Book,98,984.7
2024-08-22,SKU0003,Book,15,450.01
2024-08-23,SKU0003,Book,89,823.45
2024-08-24,SKU0003,Book,42,120.7
2024-08-25,SKU0003,Book,51,286.72
2024-08-26,SKU0003,Book,83,764.09
2024-08-27,SKU0003,Book,70,419.48
2024-08-28,SKU0003,Book,15,805.59
2024-08-29,SKU0003,Book,64,670.97
2024-08-30,SKU0003,Book,97,718.24
2024-08-31,SKU0003,Book,24,579.6
2024-09-01,SKU0003,Book,22,147.48
2024-09-02,SKU0003,Book,21,674.56
2024-09-03,SKU0003,Book,12,537.41
2024-09-04,SKU0003,Book,98,440.16
2024-09-05,SKU0003,Book,95,933.74
2024-09-06,SKU0003,Book,15,348.5
2024-09-07,SKU0003,Book,79,644.52
2024-09-08,SKU0003,Book,37,583.45
2024-09-09,SKU0003,Book,94,923.59
2024-09-10,SKU0003,Book,40,135.35
2024-09-11,SKU0003,Book,80,536.38
2024-09-12,SKU0003,Book,56,927.48
2024-09-13,SKU0003,Book,88,673.07
2024-09-14,SKU0003,Book,67,693.56
2024-09-15,SKU0003,Book,76,869.75
2024-09-16,SKU0003,Book,78,525.94
2024-09-17,SKU0003,Book,90,787.53
2024-09-18,SKU0003,Book,37,604.55
2024-09-19,SKU0003,Book,63,658.69
2024-09-20,SKU0003,Book,47,375.12
2024-09-21,SKU0003,Book,34,967.3
2024-09-22,SKU0003,Book,45,900.37
2024-09-23,SKU0003,Book,75,937.21
2024-09-24,SKU0003,Book,18,890.89
2024-09-25,SKU0003,Book,32,718.01
2024-09-26,SKU0003,Book,21,114.48
2024-09-27,SKU0003,Book,33,953.16
2024-09-28,SKU0003,Book,24,316.81
2024-09-29,SKU0003,Book,90,304.3
2024-09-30,SKU0003,Book,54,223.67
2024-10-01,SKU0003,Book,53,941.39
2024-10-02,SKU0003,Book,48,67.75
2024-10-03,SKU0003,Book,57,882.96
2024-10-04,SKU0003,Book,96,557.08
2024-10-05,SKU0003,Book,44,866.47
2024-10-06,SKU0003,Book,48,826.44
2024-10-07,SKU0003,Book,66,798.85
2024-10-08,SKU0003,Book,60,816.62
2024-10-09,SKU0003,Book,79,421.32
2024-10-10,SKU0003,Book,70,117.74
2024-10-11,SKU0003,Book,75,690.61
2024-10-12,SKU0003,Book,66,458.73
2024-10-13,SKU0003,Book,66,571.06
2024-10-14,SKU0003,Book,60,458.65
2024-10-15,SKU0003,Book,81,74.52
2024-10-16,SKU0003,Book,52,688.95
2024-10-17,SKU0003,Book,90,909.64
2024-10-18,SKU0003,Book,81,134.78
2024-10-19,SKU0003,Book,68,642.05
2024-10-20,SKU0003,Book,85,685.65
2024-10-21,SKU0003,Book,36,416.13
2024-10-22,SKU0003,Book,55,285.56
2024-10-23,SKU0003,Book,82,667.05
2024-10-24,SKU0003,Book,78,737.91
2024-10-25,SKU0003,Book,13,854.51
2024-10-26,SKU0003,Book,60,100.24
2024-10-27,SKU0003,Book,36,916.64
2024-10-28,SKU0003,Book,83,748.02
2024-10-29,SKU0003,Book,13,951.76
2024-10-30,SKU0003,Book,67,780.03
2024-10-31,SKU0003,Book,95,313.02
2024-11-01,SKU0003,Book,30,506.2
2024-11-02,SKU0003,Book,55,469.77
2024-11-03,SKU0003,Book,24,130.17
2024-11-04,SKU0003,Book,82,942.88
2024-11-05,SKU0003,Book,90,79.82
2024-11-06,SKU0003,Book,65,885.23
2024-11-07,SKU0003,Book,39,385.04
2024-11-08,SKU0003,Book,36,943.73
2024-11-09,SKU0003,Book,45,73.74
2024-11-10,SKU0003,Book,69,814.77
2024-11-11,SKU0003,Book,34,975.79
2024-11-12,SKU0003,Book,40,61.66
2024-11-13,SKU0003,Book,13,122.81
2024-11-14,SKU0003,Book,34,667.55
2024-11-15,SKU0003,Book,25,505.75
2024-11-16,SKU0003,Book,61,684.52
2024-11-17,SKU0003,Book,97,921.35
2024-11-18,SKU0003,Book,43,504.3
2024-11-19,SKU0003,Book,34,177.74
2024-11-20,SKU0003,Book,28,380.74
2024-11-21,SKU0003,Book,56,190.42
2024-11-22,SKU0003,Book,66,253.64
2024-11-23,SKU0003,Book,74,540.81
2024-11-24,SKU0003,Book,90,807.5
2024-11-25,SKU0003,Book,14,644.05
2024-11-26,SKU0003,Book,44,856.51
2024-11-27,SKU0003,Book,45,207.52
2024-11-28,SKU0003,Book,28,573.79
2024-11-29,SKU0003,Book,65,760.61
2024-11-30,SKU0003,Book,41,711.97
2024-12-01,SKU0003,Book,36,240.99
2024-12-02,SKU0003,Book,74,523.61
2024-12-03,SKU0003,Book,80,746.65
2024-12-04,SKU0003,Book,69,694.29
2024-12-05,SKU0003,Book,37,122.38
2024-12-06,SKU0003,Book,80,854.62
2024-12-07,SKU0003,Book,71,204.03
2024-12-08,SKU0003,Book,42,65.36
2024-12-09,SKU0003,Book,79,815.71
2024-12-10,SKU0003,Book,42,173.25
2024-12-11,SKU0003,Book,36,75.07
2024-12-12,SKU0003,Book,10,70.38
2024-12-13,SKU0003,Book,94,85.12
2024-12-14,SKU0003,Book,57,218.64
2024-12-15,SKU0003,Book,26,403.54
2024-12-16,SKU0003,Book,38,773.9
2024-12-17,SKU0003,Book,13,962.22
2024-12-18,SKU0003,Book,41,871.58
2024-12-19,SKU0003,Book,52,876.14
2024-12-20,SKU0003,Book,32,84.21
2024-12-21,SKU0003,Book,66,907.34
2024-12-22,SKU0003,Book,85,720.63
2024-12-23,SKU0003,Book,24,564.56
2024-12-24,SKU0003,Book,10,451.58
2024-12-25,SKU0003,Book,52,432.64
2024-12-26,SKU0003,Book,96,729.87
2024-12-27,SKU0003,Book,89,986.5
2024-12-28,SKU0003,Book,46,805.66
2024-12-29,SKU0003,Book,57,631.11
2024-12-30,SKU0003,Book,21,129.31
2024-12-31,SKU0003,Book,34,592.8
2023-01-01,SKU0004,Doll,37,581.18
2023-01-02,SKU0004,Doll,77,991.71
2023-01-03,SKU0004,Doll,44,148.82
2023-01-04,SKU0004,Doll,49,230.98
2023-01-05,SKU0004,Doll,32,581.79
2023-01-06,SKU0004,Doll,27,284.5
2023-01-07,SKU0004,Doll,49,624.95
2023-01-08,SKU0004,Doll,86,276.79
2023-01-09,SKU0004,Doll,62,684.2
2023-01-10,SKU0004,Doll,71,407.86
2023-01-11,SKU0004,Doll,76,133.01
2023-01-12,SKU0004,Doll,15,97.98
2023-01-13,SKU0004,Doll,36,969.06
2023-01-14,SKU0004,Doll,75,739.84
2023-01-15,SKU0004,Doll,25,388.5
2023-01-16,SKU0004,Doll,67,290.52
2023-01-17,SKU0004,Doll,62,178.53
2023-01-18,SKU0004,Doll,89,125.45
2023-01-19,SKU0004,Doll,81,315.14
2023-01-20,SKU0004,Doll,37,158.49
2023-01-21,SKU0004,Doll,91,906.39
2023-01-22,SKU0004,Doll,20,903.25
2023-01-23,SKU0004,Doll,40,617.02
2023-01-24,SKU0004,Doll,57,951.97
2023-01-25,SKU0004,Doll,58,437.86
2023-01-26,SKU0004,Doll,34,521.2
2023-01-27,SKU0004,Doll,77,371.19
2023-01-28,SKU0004,Doll,46,917.7
2023-01-29,SKU0004,Doll,24,482.51
2023-01-30,SKU0004,Doll,42,77.58
2023-01-31,SKU0004,Doll,73,147.77
2023-02-01,SKU0004,Doll,45,125.02
2023-02-02,SKU0004,Doll,38,321.44
2023-02-03,SKU0004,Doll,33,468.37
2023-02-04,SKU0004,Doll,12,785.96
2023-02-05,SKU0004,Doll,24,635.8
2023-02-06,SKU0004,Doll,57,416.61
2023-02-07,SKU0004,Doll,52,898.8
2023-02-08,SKU0004,Doll,29,490.41
2023-02-09,SKU0004,Doll,76,517.93
2023-02-10,SKU0004,Doll,21,152.2
2023-02-11,SKU0004,Doll,58,689.12
2023-02-12,SKU0004,Doll,74,586.01
2023-02-13,SKU0004,Doll,36,380.22
2023-02-14,SKU0004,Doll,75,284.12
2023-02-15,SKU0004,Doll,51,354.49
2023-02-16,SKU0004,Doll,48,279.47
2023-02-17,SKU0004,Doll,24,540.74
2023-02-18,SKU0004,Doll,98,544.72
2023-02-19,SKU0004,Doll,93,279.5
2023-02-20,SKU0004,Doll,94,679.75
2023-02-21,SKU0004,Doll,41,792.85
2023-02-22,SKU0004,Doll,33,361.08
2023-02-23,SKU0004,Doll,29,977.96
2023-02-24,SKU0004,Doll,45,225.98
2023-02-25,SKU0004,Doll,51,263.03
2023-02-26,SKU0004,Doll,53,845.56
2023-02-27,SKU0004,Doll,80,555.02
2023-02-28,SKU0004,Doll,68,332.07
2023-03-01,SKU0004,Doll,10,400.58
2023-03-02,SKU0004,Doll,17,462.92
2023-03-03,SKU0004,Doll,88,50.42
2023-03-04,SKU0004,Doll,95,835.95
2023-03-05,SKU0004,Doll,51,777.06
2023-03-06,SKU0004,Doll,96,515.07
2023-03-07,SKU0004,Doll,97,242.92
2023-03-08,SKU0004,Doll,82,968.04
2023-03-09,SKU0004,Doll,44,606.59
2023-03-10,SKU0004,Doll,49,709.46
2023-03-11,SKU0004,Doll,29,243.77
2023-03-12,SKU0004,Doll,92,286.67
2023-03-13,SKU0004,Doll,12,939.38
2023-03-14,SKU0004,Doll,76,860.78
2023-03-15,SKU0004,Doll,92,777.28
2023-03-16,SKU0004,Doll,58,877.93
2023-03-17,SKU0004,Doll,58,413.33
2023-03-18,SKU0004,Doll,12,984.27
2023-03-19,SKU0004,Doll,69,637.64
2023-03-20,SKU0004,Doll,81,690.25
2023-03-21,SKU0004,Doll,21,892.88
2023-03-22,SKU0004,Doll,45,627.0
2023-03-23,SKU0004,Doll,10,966.2
2023-03-24,SKU0004,Doll,92,902.44
2023-03-25,SKU0004,Doll,67,564.88
2023-03-26,SKU0004,Doll,12,572.05
2023-03-27,SKU0004,Doll,11,602.95
2023-03-28,SKU0004,Doll,70,98.17
2023-03-29,SKU0004,Doll,75,760.17
2023-03-30,SKU0004,Doll,37,413.56
2023-03-31,SKU0004,Doll,52,309.62
2023-04-01,SKU0004,Doll,34,443.34
2023-04-02,SKU0004,Doll,10,492.84
2023-04-03,SKU0004,Doll,47,297.98
2023-04-04,SKU0004,Doll,93,315.14
2023-04-05,SKU0004,Doll,74,621.86
2023-04-06,SKU0004,Doll,70,126.73
2023-04-07,SKU0004,Doll,12,283.64
2023-04-08,SKU0004,Doll,43,153.21
2023-04-09,SKU0004,Doll,55,931.5
2023-04-10,SKU0004,Doll,76,950.65
2023-04-11,SKU0004,Doll,48,465.58
2023-04-12,SKU0004,Doll,26,378.91
2023-04-13,SKU0004,Doll,68,764.14
2023-04-14,SKU0004,Doll,66,97.01
2023-04-15,SKU0004,Doll,67,78.06
2023-04-16,SKU0004,Doll,37,887.37
2023-04-17,SKU0004,Doll,18,593.56
2023-04-18,SKU0004,Doll,35,248.12
2023-04-19,SKU0004,Doll,11,270.14
2023-04-20,SKU0004,Doll,68,362.79
2023-04-21,SKU0004,Doll,34,445.11
2023-04-22,SKU0004,Doll,18,586.48
2023-04-23,SKU0004,Doll,17,772.23
2023-04-24,SKU0004,Doll,62,421.93
2023-04-25,SKU0004,Doll,67,856.48
2023-04-26,SKU0004,Doll,61,495.16
2023-04-27,SKU0004,Doll,25,582.18
2023-04-28,SKU0004,Doll,73,147.19
2023-04-29,SKU0004,Doll,85,384.05
2023-04-30,SKU0004,Doll,39,180.66
2023-05-01,SKU0004,Doll,71,282.85
2023-05-02,SKU0004,Doll,98,330.84
2023-05-03,SKU0004,Doll,87,645.16
2023-05-04,SKU0004,Doll,54,740.45
2023-05-05,SKU0004,Doll,93,799.02
2023-05-06,SKU0004,Doll,88,482.94
2023-05-07,SKU0004,Doll,33,418.06
2023-05-08,SKU0004,Doll,99,78.6
2023-05-09,SKU0004,Doll,27,334.77
2023-05-10,SKU0004,Doll,39,866.12
2023-05-11,SKU0004,Doll,78,83.99
2023-05-12,SKU0004,Doll,63,551.11
2023-05-13,SKU0004,Doll,23,361.96
2023-05-14,SKU0004,Doll,60,924.36
2023-05-15,SKU0004,Doll,16,836.24
2023-05-16,SKU0004,Doll,32,235.51
2023-05-17,SKU0004,Doll,77,773.29
2023-05-18,SKU0004,Doll,61,664.45
2023-05-19,SKU0004,Doll,92,490.71
2023-05-20,SKU0004,Doll,14,947.66
2023-05-21,SKU0004,Doll,68,891.62
2023-05-22,SKU0004,Doll,37,600.06
2023-05-23,SKU0004,Doll,63,220.41
2023-05-24,SKU0004,Doll,26,880.43
2023-05-25,SKU0004,Doll,54,965.56
2023-05-26,SKU0004,Doll,55,83.92
2023-05-27,SKU0004,Doll,61,263.81
2023-05-28,SKU0004,Doll,35,152.48
2023-05-29,SKU0004,Doll,63,651.06
2023-05-30,SKU0004,Doll,86,107.65
2023-05-31,SKU0004,Doll,94,830.52
2023-06-01,SKU0004,Doll,99,806.08
2023-06-02,SKU0004,Doll,69,456.06
2023-06-03,SKU0004,Doll,18,202.87
2023-06-04,SKU0004,Doll,35,189.49
2023-06-05,SKU0004,Doll,87,326.95
2023-06-06,SKU0004,Doll,67,814.98
2023-06-07,SKU0004,Doll,68,215.01
2023-06-08,SKU0004,Doll,45,555.0
2023-06-09,SKU0004,Doll,44,554.77
2023-06-10,SKU0004,Doll,76,921.53
2023-06-11,SKU0004,Doll,78,488.58
2023-06-12,SKU0004,Doll,22,620.97
2023-06-13,SKU0004,Doll,67,879.25
2023-06-14,SKU0004,Doll,43,936.84
2023-06-15,SKU0004,Doll,32,345.42
2023-06-16,SKU0004,Doll,12,771.9
2023-06-17,SKU0004,Doll,46,75.39
2023-06-18,SKU0004,Doll,59,357.45
2023-06-19,SKU0004,Doll,31,604.61
2023-06-20,SKU0004,Doll,76,998.66
2023-06-21,SKU0004,Doll,26,849.44
2023-06-22,SKU0004,Doll,62,624.36
2023-06-23,SKU0004,Doll,99,449.55
2023-06-24,SKU0004,Doll,17,767.74
2023-06-25,SKU0004,Doll,73,722.58
2023-06-26,SKU0004,Doll,35,88.67
2023-06-27,SKU0004,Doll,37,571.42
2023-06-28,SKU0004,Doll,44,608.15
2023-06-29,SKU0004,Doll,22,606.14
2023-06-30,SKU0004,Doll,66,804.36
2023-07-01,SKU0004,Doll,63,785.59
2023-07-02,SKU0004,Doll,39,826.0
2023-07-03,SKU0004,Doll,93,162.58
2023-07-04,SKU0004,Doll,20,401.59
2023-07-05,SKU0004,Doll,73,58.59
2023-07-06,SKU0004,Doll,17,294.74
2023-07-07,SKU0004,Doll,84,315.22
2023-07-08,SKU0004,Doll,54,134.98
2023-07-09,SKU0004,Doll,52,464.45
2023-07-10,SKU0004,Doll,43,551.12
2023-07-11,SKU0004,Doll,37,624.52
2023-07-12,SKU0004,Doll,25,437.8
2023-07-13,SKU0004,Doll,33,580.82
2023-07-14,SKU0004,Doll,15,61.2
2023-07-15,SKU0004,Doll,76,716.4
2023-07-16,SKU0004,Doll,11,705.12
2023-07-17,SKU0004,Doll,66,252.07
2023-07-18,SKU0004,Doll,81,326.38
2023-07-19,SKU0004,Doll,16,720.7
2023-07-20,SKU0004,Doll,44,127.25
2023-07-21,SKU0004,Doll,95,887.8
2023-07-22,SKU0004,Doll,31,715.38
2023-07-23,SKU0004,Doll,43,849.4
2023-07-24,SKU0004,Doll,81,369.87
2023-07-25,SKU0004,Doll,27,258.94
2023-07-26,SKU0004,Doll,97,186.31
2023-07-27,SKU0004,Doll,60,130.07
2023-07-28,SKU0004,Doll,70,128.65
2023-07-29,SKU0004,Doll,67,211.35
2023-07-30,SKU0004,Doll,16,938.57
2023-07-31,SKU0004,Doll,67,144.64
2023-08-01,SKU0004,Doll,56,328.9
2023-08-02,SKU0004,Doll,15,182.21
2023-08-03,SKU0004,Doll,28,325.94
2023-08-04,SKU0004,Doll,37,726.2
2023-08-05,SKU0004,Doll,75,902.86
2023-08-06,SKU0004,Doll,66,563.32
2023-08-07,SKU0004,Doll,16,821.93
2023-08-08,SKU0004,Doll,80,562.16
2023-08-09,SKU0004,Doll,94,550.93
2023-08-10,SKU0004,Doll,82,268.79
2023-08-11,SKU0004,Doll,64,111.48
2023-08-12,SKU0004,Doll,57,464.0
2023-08-13,SKU0004,Doll,95,623.27
2023-08-14,SKU0004,Doll,44,630.84
2023-08-15,SKU0004,Doll,66,571.68
2023-08-16,SKU0004,Doll,18,149.13
2023-08-17,SKU0004,Doll,92,837.6
2023-08-18,SKU0004,Doll,29,763.88
2023-08-19,SKU0004,Doll,37,340.18
2023-08-20,SKU0004,Doll,73,167.77
2023-08-21,SKU0004,Doll,26,278.49
2023-08-22,SKU0004,Doll,46,129.22
2023-08-23,SKU0004,Doll,17,340.09
2023-08-24,SKU0004,Doll,10,695.4
2023-08-25,SKU0004,Doll,60,940.68
2023-08-26,SKU0004,Doll,22,154.02
2023-08-27,SKU0004,Doll,42,475.04
2023-08-28,SKU0004,Doll,79,882.94
2023-08-29,SKU0004,Doll,98,686.17
2023-08-30,SKU0004,Doll,69,544.05
2023-08-31,SKU0004,Doll,29,614.4
2023-09-01,SKU0004,Doll,40,806.8
2023-09-02,SKU0004,Doll,21,212.16
2023-09-03,SKU0004,Doll,70,137.3
2023-09-04,SKU0004,Doll,78,230.73
2023-09-05,SKU0004,Doll,94,95.26
2023-09-06,SKU0004,Doll,77,811.9
2023-09-07,SKU0004,Doll,46,534.55
2023-09-08,SKU0004,Doll,58,432.04
2023-09-09,SKU0004,Doll,37,141.1
2023-09-10,SKU0004,Doll,96,147.43
2023-09-11,SKU0004,Doll,83,54.37
2023-09-12,SKU0004,Doll,12,76.85
2023-09-13,SKU0004,Doll,55,288.98
2023-09-14,SKU0004,Doll,92,888.86
2023-09-15,SKU0004,Doll,47,152.99
2023-09-16,SKU0004,Doll,11,370.21
2023-09-17,SKU0004,Doll,72,745.1
2023-09-18,SKU0004,Doll,61,894.11
2023-09-19,SKU0004,Doll,62,356.23
2023-09-20,SKU0004,Doll,54,400.94
2023-09-21,SKU0004,Doll,72,923.12
2023-09-22,SKU0004,Doll,80,396.0
2023-09-23,SKU0004,Doll,35,291.21
2023-09-24,SKU0004,Doll,24,582.83
2023-09-25,SKU0004,Doll,53,117.83
2023-09-26,SKU0004,Doll,45,554.22
2023-09-27,SKU0004,Doll,75,356.13
2023-09-28,SKU0004,Doll,93,565.63
2023-09-29,SKU0004,Doll,68,327.55
2023-09-30,SKU0004,Doll,66,696.68
2023-10-01,SKU0004,Doll,54,363.0
2023-10-02,SKU0004,Doll,11,647.1
2023-10-03,SKU0004,Doll,20,229.28
2023-10-04,SKU0004,Doll,92,279.91
2023-10-05,SKU0004,Doll,18,931.31
2023-10-06,SKU0004,Doll,71,744.49
2023-10-07,SKU0004,Doll,18,130.03
2023-10-08,SKU0004,Doll,92,116.48
2023-10-09,SKU0004,Doll,34,129.84
2023-10-10,SKU0004,Doll,86,263.88
2023-10-11,SKU0004,Doll,51,589.23
2023-10-12,SKU0004,Doll,42,884.73
2023-10-13,SKU0004,Doll,73,479.64
2023-10-14,SKU0004,Doll,56,604.08
2023-10-15,SKU0004,Doll,83,738.85
2023-10-16,SKU0004,Doll,49,113.83
2023-10-17,SKU0004,Doll,93,345.76
2023-10-18,SKU0004,Doll,76,254.67
2023-10-19,SKU0004,Doll,30,532.45
2023-10-20,SKU0004,Doll,31,88.44
2023-10-21,SKU0004,Doll,73,944.03
2023-10-22,SKU0004,Doll,35,335.21
2023-10-23,SKU0004,Doll,12,805.86
2023-10-24,SKU0004,Doll,78,170.4
2023-10-25,SKU0004,Doll,71,645.4
2023-10-26,SKU0004,Doll,70,895.38
2023-10-27,SKU0004,Doll,42,801.93
2023-10-28,SKU0004,Doll,83,383.5
2023-10-29,SKU0004,Doll,32,974.72
2023-10-30,SKU0004,Doll,36,283.72
2023-10-31,SKU0004,Doll,87,753.93
2023-11-01,SKU0004,Doll,13,524.03
2023-11-02,SKU0004,Doll,78,137.82
2023-11-03,SKU0004,Doll,48,869.89
2023-11-04,SKU0004,Doll,79,682.46
2023-11-05,SKU0004,Doll,83,506.26
2023-11-06,SKU0004,Doll,74,686.83
2023-11-07,SKU0004,Doll,95,301.85
2023-11-08,SKU0004,Doll,99,699.15
2023-11-09,SKU0004,Doll,83,103.46
2023-11-10,SKU0004,Doll,97,374.44
2023-11-11,SKU0004,Doll,97,404.0
2023-11-12,SKU0004,Doll,13,477.21
2023-11-13,SKU0004,Doll,22,411.43
2023-11-14,SKU0004,Doll,80,270.61
2023-11-15,SKU0004,Doll,32,253.37
2023-11-16,SKU0004,Doll,14,751.5
2023-11-17,SKU0004,Doll,10,500.74
2023-11-18,SKU0004,Doll,18,569.08
2023-11-19,SKU0004,Doll,22,837.55
2023-11-20,SKU0004,Doll,32,986.57
2023-11-21,SKU0004,Doll,30,747.22
2023-11-22,SKU0004,Doll,79,490.7
2023-11-23,SKU0004,Doll,12,850.18
2023-11-24,SKU0004,Doll,77,61.19
2023-11-25,SKU0004,Doll,63,516.62
2023-11-26,SKU0004,Doll,71,963.13
